question_id, difficulty, correct, date
439,0,None,None
440,0,None,None
441,0,None,None
442,0,None,None
443,0,None,None
444,0,None,None
445,0,None,None
446,0,None,None
447,0,None,None
448,0,None,None
449,0,None,None
450,0,None,None
451,0,None,None
452,0,None,None
453,0,None,None
454,0,None,None
455,0,None,None
456,0,None,None
457,0,None,None
458,0,None,None
459,0,None,None
460,0,None,None
461,0,None,None
462,0,None,None
463,0,None,None
464,0,None,None
465,0,None,None
466,0,None,None
467,0,None,None
468,0,None,None
469,0,None,None
470,0,None,None
471,0,None,None
472,0,None,None
473,0,None,None
474,0,None,None
475,0,None,None
476,0,None,None
477,0,None,None
478,0,None,None
479,0,None,None
480,0,None,None
481,0,None,None
482,0,None,None
483,0,None,None
484,0,None,None
485,0,None,None
486,0,None,None
487,0,None,None
488,0,None,None
489,0,None,None
490,0,None,None
491,0,None,None
492,0,None,None
493,0,None,None
494,0,None,None
495,0,None,None
496,0,None,None
497,0,None,None
498,0,None,None
499,0,None,None
500,0,None,None
